efo_otar_slim_id	efo_label	rs_classification
EFO:0008602	paraneoplastic pemphigus	01-disease-subtype
EFO:0008603	pemphigus erythematosus	01-disease-subtype
EFO:0008604	IgA pemphigus	01-disease-subtype
EFO:0008605	IgG/IgA pemphigus	01-disease-subtype
EFO:0008606	pemphigus herpetiformis	01-disease-subtype
EFO:0008607	drug-induced pemphigus	01-disease-subtype
EFO:0008608	radiotherapy-induced pemphigus	01-disease-subtype
EFO:0008610	ocular cicatricial pemphigoid	01-disease-subtype
EFO:0008611	localised cicatricial pemphigoid	01-disease-subtype
EFO:0008612	vegetating cicatricial pemphigoid	01-disease-subtype
EFO:0008613	pemphigus vegetans	01-disease-subtype
EFO:0008614	Iodine Deficiency Hypothyroidism	02-disease-root
EFO:0008615	Cystic Kidney Disease	02-disease-root
EFO:0008616	Complex Cyst of Kidney	01-disease-subtype
EFO:0008617	Medullary Cystic Kidney Disease Type I	01-disease-subtype
EFO:0008618	Medullary Cystic Kidney Disease Type II	01-disease-subtype
EFO:0008619	Simple Cyst of Kidney	01-disease-subtype
EFO:0008620	Polycystic Kidney Disease	01-disease-subtype
EFO:0008621	Microcystic Renal Disease	01-disease-subtype
EFO:0008622	female genital tract polyp	03-disease-area
EFO:0008623	dysthymic disorder	02-disease-root
EFO:0008624	vitreous body disease	03-disease-area
EFO:0008625	vitreous prolapse	02-disease-root
EFO:0008626	vitreous hemorrhage	02-disease-root
EFO:0008627	eye hemorrhage	03-disease-area
EFO:0008628	Hyalitis	02-disease-root
EFO:0008997	synovitis	02-disease-root
EFO:0008998	acute synovitis	01-disease-subtype
EFO:0009000	Mast Cell Neoplasm	03-disease-area
EFO:0009001	Mastocytosis	03-disease-area
EFO:0009002	splenic disease	03-disease-area
EFO:0009003	ovarian dysfunction	03-disease-area
EFO:0009004	hyperestrogenism	02-disease-root
EFO:0009005	premature menopause	01-disease-subtype
EFO:0009006	hyperandrogenism	02-disease-root
EFO:0009007	Adrenal Hyperandrogenism	01-disease-subtype
EFO:0009008	Ovarian Hyperandrogenism	01-disease-subtype
EFO:0009009	Pyoderma gangrenosum-acne-suppurative hidradenitis syndrome	02-disease-root
EFO:0009010	HSV2 virologic severity measurement	04-non-disease
EFO:0009011	Arteritis	02-disease-root
EFO:0009012	Polyarteritis Nodosa	01-disease-subtype
EFO:0009014	3-methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia	01-disease-subtype
EFO:0009015	AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome	02-disease-root
EFO:0009016	Ataxia-oculomotor apraxia type 4	01-disease-subtype
EFO:0009017	Autosomal recessive spastic paraplegia type 57	01-disease-subtype
EFO:0009018	Autosomal recessive spastic paraplegia type 75	01-disease-subtype
EFO:0009019	Autosomal recessive spastic paraplegia type 76	01-disease-subtype
EFO:0009020	Aymé-Gripp syndrome	02-disease-root
EFO:0009021	Bardet-Biedl syndrome 1	01-disease-subtype
EFO:0009022	Bardet-Biedl syndrome 10	01-disease-subtype
EFO:0009023	Bardet-Biedl syndrome 12	01-disease-subtype
EFO:0009024	Bardet-Biedl syndrome 4	01-disease-subtype
EFO:0009025	Bardet-Biedl syndrome 5	01-disease-subtype
EFO:0009026	Bardet-Biedl syndrome 7	01-disease-subtype
EFO:0009027	Bardet-Biedl syndrome 9	01-disease-subtype
EFO:0009028	Camptodactyly-arthropathy-coxa-vara-pericarditis syndrome	02-disease-root
EFO:0009029	Central precocious puberty	02-disease-root
EFO:0009030	Cerebellar-facial-dental syndrome	01-disease-subtype
EFO:0009031	Cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome	02-disease-root
EFO:0009032	Combined oxidative phosphorylation defect type 21	01-disease-subtype
EFO:0009033	Combined oxidative phosphorylation defect type 23	01-disease-subtype
EFO:0009034	Combined oxidative phosphorylation defect type 24	01-disease-subtype
EFO:0009035	Combined oxidative phosphorylation defect type 25	01-disease-subtype
EFO:0009036	Combined oxidative phosphorylation defect type 26	01-disease-subtype
EFO:0009037	Combined oxidative phosphorylation defect type 27	01-disease-subtype
EFO:0009038	Combined oxidative phosphorylation defect type 30	01-disease-subtype
EFO:0009039	Congenital bile acid synthesis defect	02-disease-root
EFO:0009040	Cranio-cervical dystonia with laryngeal and upper-limb involvement	01-disease-subtype
EFO:0009041	Cushing syndrome due to macronodular adrenal hyperplasia	01-disease-subtype
EFO:0009042	Estrogen resistance syndrome	02-disease-root
EFO:0009043	Familial porphyria cutanea tarda	01-disease-subtype
EFO:0009044	Fanconi anemia complementation group A	01-disease-subtype
EFO:0009045	Fanconi anemia complementation group F	01-disease-subtype
EFO:0009046	Fanconi anemia complementation group G	01-disease-subtype
EFO:0009047	Hyperpigmentation of the skin	04-non-disease
EFO:0009048	Intrahepatic cholestasis of pregnancy	02-disease-root
EFO:0009049	Juvenile nephropathic cystinosis	01-disease-subtype
EFO:0009050	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome	02-disease-root
EFO:0009051	Non-immune hydrops fetalis	04-non-disease
EFO:0009052	Pleuropulmonary blastoma	02-disease-root
EFO:0009053	Primary progressive aphasia	02-disease-root
EFO:0009054	Pulmonary arterial hypertension associated with congenital heart disease	01-disease-subtype
EFO:0009055	RIDDLE syndrome	01-disease-subtype
EFO:0009056	Spinocerebellar ataxia type 38	01-disease-subtype
EFO:0009057	Spinocerebellar ataxia type 40	01-disease-subtype
EFO:0009058	Spinocerebellar ataxia type 41	01-disease-subtype
EFO:0009059	Spinocerebellar ataxia type 42	01-disease-subtype
EFO:0009060	Spinocerebellar ataxia type 43	01-disease-subtype
EFO:0009061	TELO2-related intellectual disability-neurodevelopmental disorder	02-disease-root
EFO:0009062	Temple-Baraitser syndrome	02-disease-root
EFO:0009063	Wolfram-like syndrome	02-disease-root
EFO:0009064	X-linked erythropoietic protoporphyria	01-disease-subtype
EFO:0009065	calcium oxalate urolithiasis	02-disease-root
EFO:0009066	clcn4-related disorder	02-disease-root
EFO:0009067	combined partial 17-alpha-hydroxylase/17,20-lyase deficiency	02-disease-root
EFO:0009068	dicer1 syndrome	02-disease-root
EFO:0009069	hepatic methionine adenosyltransferase deficiency	02-disease-root
EFO:0009070	intellectual developmental disorder with dysmorphic facies and ptosis	02-disease-root
EFO:0009071	malignant hyperthermia, susceptibility to, 1	01-disease-subtype
EFO:0009072	mbd5 associated neurodevelopmental disorder	02-disease-root
EFO:0009073	methylmalonic aciduria (cobalamin deficiency) cblA type	02-disease-root
EFO:0009074	methylmalonic aciduria cblb type	01-disease-subtype
EFO:0009075	neuropathy, hereditary motor and sensory, type vib	01-disease-subtype
EFO:0009076	nonsyndromic deafness	01-disease-subtype
EFO:0009077	premature chromatid separation trait	02-disease-root
EFO:0009078	stag1-related disorder	02-disease-root
EFO:0009079	white-sutton syndrome	01-disease-subtype
EFO:0009080	x-linked ichthyosis with steryl-sulfatase deficiency	02-disease-root
EFO:0009081	Heterotaxia	04-non-disease
EFO:0009082	Pilomatrixoma	02-disease-root
EFO:0009083	absent or delayed speech development	04-non-disease
EFO:0009084	Endarteritis	01-disease-subtype
EFO:0009085	arterial occlusive disease	03-disease-area
EFO:0009086	arteriosclerosis	03-disease-area
EFO:0009087	non-typhoidal Salmonella bacteremia	01-disease-subtype
EFO:0009092	breast milk measurement	04-non-disease
EFO:0009093	choroidal melanoma	01-disease-subtype
EFO:0009094	idiopathic dilated cardiomyopathy	01-disease-subtype
EFO:0009095	psychological measurement	04-non-disease
EFO:0009096	negative domain measurement	04-non-disease
EFO:0009097	positive domain measurement	04-non-disease
EFO:0009098	cognitive domain measurement	04-non-disease
EFO:0009099	arousal domain measurement	04-non-disease
EFO:0009100	social domain measurement	04-non-disease
EFO:0009101	age at first birth measurement	04-non-disease
EFO:0009102	number of children ever born measurement	04-non-disease
EFO:0009103	theory of mind measurement	04-non-disease
EFO:0009104	hyperuricemia	01-disease-subtype
EFO:0009105	high altitude adaptation	04-non-disease
EFO:0009113	alcohol exposure measurement	04-non-disease
EFO:0009114	in utero exposure measurement	04-non-disease
EFO:0009115	tobacco smoke exposure measurement	04-non-disease
EFO:0009116	vitamin supplement exposure measurement	04-non-disease
EFO:0009117	typhus	02-disease-root
EFO:0009118	female reproductive endometrioid cancer	02-disease-root
EFO:0009119	precursor lymphoblastic lymphoma/leukemia	03-disease-area
EFO:0009130	clostridium difficile infection	02-disease-root
EFO:0009131	response to polyunsaturated fatty acid supplementation	04-non-disease
EFO:0009132	cholesterol efflux capacity measurement	04-non-disease
EFO:0009133	cholesteryl ester transfer protein measurement	04-non-disease
EFO:0009134	trimethyllysine measurement	04-non-disease
EFO:0009135	leigh syndrome due to mitochondrial complex iv deficiency	01-disease-subtype
EFO:0009136	heterotaxy, visceral, x-linked	04-non-disease
EFO:0009137	renal hypodysplasia/aplasia 3	04-non-disease
EFO:0009138	laminin alpha 2-related dystrophy	01-disease-subtype
EFO:0009139	glut1 deficiency syndrome 1, autosomal recessive	02-disease-root
EFO:0009140	metastatic pancreatic neuroendocrine tumours	01-disease-subtype
EFO:0009141	fgfr2 related craniosynostosis	02-disease-root
EFO:0009142	autosomal dominant dilated cardiomyopathy	01-disease-subtype
EFO:0009143	ryr1-related disorders	02-disease-root
EFO:0009144	Lethal neonatal spasticity-epileptic encephalopathy syndrome	02-disease-root
EFO:0009145	limb-girdle muscular dystrophy-dystroglycanopathy, type c1	01-disease-subtype
EFO:0009146	pik3ca related overgrowth spectrum	02-disease-root
EFO:0009147	partial adenosine deaminase deficiency	01-disease-subtype
EFO:0009148	acth-independent macronodular adrenal hyperplasia 2	01-disease-subtype
EFO:0009149	muscular dystrophy, congenital, with cataracts and intellectual disability	01-disease-subtype
EFO:0009150	cholestasis, intrahepatic, of pregnancy 3	02-disease-root
EFO:0009151	cone-rod dystrophy and hearing loss	02-disease-root
EFO:0009152	intellectual disability, autosomal dominant 52	01-disease-subtype
EFO:0009153	lymphedema, hereditary, iii	02-disease-root
EFO:0009154	hemophilia b leyden	01-disease-subtype
EFO:0009155	growth retardation, intellectual developmental disorder, hypotonia, and hepatopathy	02-disease-root
EFO:0009156	intellectual disability, autosomal dominant 48	01-disease-subtype
EFO:0009157	susceptibility to malaria	01-disease-subtype
EFO:0009158	encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	02-disease-root
EFO:0009159	combined oxidative phosphorylation deficiency 33	01-disease-subtype
EFO:0009160	stromme syndrome	01-disease-subtype
EFO:0009161	debrisoquine, poor metabolism of	04-non-disease
EFO:0009162	charcot-marie-tooth disease, axonal, type 2t	01-disease-subtype
EFO:0009163	woolly hair, autosomal recessive 2, with or without hypotrichosis	01-disease-subtype
EFO:0009164	intellectual disability, autosomal dominant 54	01-disease-subtype
EFO:0009165	intellectual disability, autosomal dominant 53	01-disease-subtype
EFO:0009166	response to ivacaftor - efficacy	04-non-disease
EFO:0009167	response to warfarin	04-non-disease
EFO:0009168	response to prednisolone	04-non-disease
EFO:0009169	response to deoxygalactonojirimycin	04-non-disease
EFO:0009170	response to tyrosine kinase inhibitor	04-non-disease
EFO:0009172	thyroxine-binding globulin measurement	04-non-disease
EFO:0009175	response to synacthen	04-non-disease
EFO:0009176	adrenal suppression measurement	04-non-disease
EFO:0009177	myopic maculopathy severity measurement	04-non-disease
EFO:0009178	neurofilament light chain measurement	04-non-disease
EFO:0009179	beta-secretase 1 measurement	04-non-disease
EFO:0009180	rosacea severity measurement	04-non-disease
EFO:0009181	growth differentiation factor 15 measurement	04-non-disease
EFO:0009182	psychotic symptom measurement	04-non-disease
EFO:0009183	empathy measurement	04-non-disease
EFO:0009184	heart rate response to exercise	04-non-disease
EFO:0009185	heart rate response to recovery post exercise	04-non-disease
EFO:0009186	platelet larger cell ratio	04-non-disease
EFO:0009187	immature platelet fraction	04-non-disease
EFO:0009188	Red cell distribution width	04-non-disease
EFO:0009189	Hyperthyroidism	02-disease-root
EFO:0009190	Thyrotoxicosis	01-disease-subtype
EFO:0009191	Toxic Nodular Goiter	01-disease-subtype
EFO:0009192	Drug- or toxin-induced pulmonary arterial hypertension	01-disease-subtype
EFO:0009193	Pulmonary arterial hypertension associated with another disease	01-disease-subtype
EFO:0009194	Pulmonary arterial hypertension associated with HIV infection	01-disease-subtype
EFO:0009195	Pulmonary arterial hypertension associated with chronic hemolytic anemia	01-disease-subtype
EFO:0009196	Pulmonary arterial hypertension associated with connective tissue disease	01-disease-subtype
EFO:0009197	Pulmonary arterial hypertension associated with portal hypertension	01-disease-subtype
EFO:0009198	Pulmonary arterial hypertension associated with schistosomiasis	01-disease-subtype
EFO:0009199	Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis	01-disease-subtype
EFO:0009200	Eisenmenger syndrome	01-disease-subtype
EFO:0009201	myopic macular degeneration	02-disease-root
EFO:0009202	Reticulocyte Mean Corpuscular Hemoglobin Measurement	04-non-disease
EFO:0009203	Carboxyhemoglobin to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009204	Corpuscular Hemoglobin Concentration Distribution Width	04-non-disease
EFO:0009205	Corpuscular Hemoglobin Content	04-non-disease
EFO:0009206	Free Hemoglobin Measurement	04-non-disease
EFO:0009208	Hemoglobin A Measurement	04-non-disease
EFO:0009209	Hemoglobin A to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009210	Hemoglobin A1 to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009211	Hemoglobin A2 Prime to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009212	Hemoglobin A2 to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009213	Hemoglobin B Measurement	04-non-disease
EFO:0009214	Hemoglobin Barts to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009215	Hemoglobin C Measurement	04-non-disease
EFO:0009216	Hemoglobin C to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009217	Hemoglobin D to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009218	Hemoglobin E to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009219	Hemoglobin F to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009220	Hemoglobin G Coushatta to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009221	Hemoglobin Lepore to Total Hemoglobin Ratio Measurement	04-non-disease
EFO:0009222	Hemoglobin O-Arab to Total Hemoglobin Ratio Measurement	04-non-disease
